shipment_id,order_id,warehouse_city,delivery_city,shipping_method,dispatch_date,expected_delivery_date,actual_delivery_date,delivery_days,delivery_status,delayed_flag
SHIP1060656,ORD1067603,Hyderabad,Warangal,Next-Day,2023-01-27,2023-01-29,2023-01-29,2.0,Delivered,0
SHIP1060657,ORD1067604,Delhi-NCR (Gurugram),Kanpur,Standard,2023-08-03,2023-08-07,2023-08-09,6.0,Delivered then Returned,1
SHIP1060658,ORD1067605,Delhi-NCR (Gurugram),Gurugram,Next-Day,2025-12-21,2025-12-23,2025-12-23,2.0,Delivered,0
SHIP1060659,ORD1067606,Chennai,Chennai,Standard,2024-08-18,2024-08-22,2024-08-24,6.0,Delivered,1
SHIP1060660,ORD1067607,Hyderabad,Hyderabad,Standard,2024-02-18,2024-02-22,2024-02-21,3.0,Delivered,0
SHIP1060661,ORD1067608,Mumbai,Mumbai,Standard,2025-06-17,2025-06-21,2025-06-22,5.0,Delivered then Returned,1
SHIP1060662,ORD1067609,Ahmedabad,Surat,Standard,2023-03-27,2023-03-31,2023-04-02,6.0,Delivered,1
SHIP1060663,ORD1067610,Chennai,Kochi,Express,2024-10-16,2024-10-18,2024-10-17,1.0,Delivered,0
SHIP1060664,ORD1067611,Bengaluru,Bengaluru,Standard,2025-11-02,2025-11-06,2025-11-08,6.0,Delivered,1
SHIP1060665,ORD1067612,Delhi-NCR (Gurugram),Faridabad,Standard,2025-05-11,2025-05-15,2025-05-17,6.0,Delivered,1
SHIP1060666,ORD1067613,Mumbai,Pune,Next-Day,2025-10-25,2025-10-27,2025-10-28,3.0,Delivered,1
SHIP1060667,ORD1067614,Chennai,Thiruvananthapuram,Standard,2025-01-28,2025-02-01,2025-01-31,3.0,Delivered,0
SHIP1060668,ORD1067615,Mumbai,Pune,Standard,2025-01-16,2025-01-20,2025-01-20,4.0,Delivered,0
SHIP1060669,ORD1067616,Mumbai,Pune,Express,2023-08-08,2023-08-10,2023-08-09,1.0,Delivered,0
SHIP1060670,ORD1067617,Mumbai,Nagpur,Standard,2024-12-29,2025-01-02,2025-01-01,3.0,Delivered,0
SHIP1060671,ORD1067619,Mumbai,Pune,Express,2024-08-14,2024-08-16,2024-08-17,3.0,Delivered,1
SHIP1060672,ORD1067620,Hyderabad,Vijayawada,Standard,2023-04-26,2023-04-30,2023-04-30,4.0,Delivered,0
SHIP1060673,ORD1067622,Delhi-NCR (Gurugram),Kanpur,Standard,2023-08-07,2023-08-11,2023-08-10,3.0,Delivered,0
SHIP1060674,ORD1067623,Bengaluru,Mysuru,Same-Day,2024-11-08,2024-11-08,2024-11-09,1.0,Delivered,1
SHIP1060675,ORD1067624,Chennai,Coimbatore,Same-Day,2023-09-08,2023-09-08,2023-09-09,1.0,Delivered,1
SHIP1060676,ORD1067625,Delhi-NCR (Gurugram),Amritsar,Standard,2023-10-22,2023-10-26,2023-10-25,3.0,Delivered,0
SHIP1060677,ORD1067626,Mumbai,Mumbai,Same-Day,2023-07-10,2023-07-10,2023-07-15,5.0,Delivered,1
SHIP1060678,ORD1067627,Hyderabad,Visakhapatnam,Economy/Surface,2024-01-25,2024-02-02,2024-01-30,5.0,Delivered,0
SHIP1060679,ORD1067628,Chennai,Chennai,Express,2023-02-02,2023-02-04,2023-02-05,3.0,Delivered,1
SHIP1060680,ORD1067629,Chennai,Chennai,Same-Day,2023-05-04,2023-05-04,2023-05-04,0.0,Delivered,0
SHIP1060681,ORD1067630,Hyderabad,Visakhapatnam,Express,2025-10-20,2025-10-22,2025-10-22,2.0,Delivered,0
SHIP1060682,ORD1067631,Ahmedabad,Ahmedabad,Standard,2023-07-26,2023-07-30,2023-08-01,6.0,Delivered,1
SHIP1060683,ORD1067632,Ahmedabad,Ahmedabad,Standard,2025-02-12,2025-02-16,2025-02-17,5.0,Delivered,1
SHIP1060684,ORD1067633,Mumbai,Nagpur,Standard,2025-12-20,2025-12-24,2025-12-26,6.0,Delivered,1
SHIP1060685,ORD1067634,Mumbai,Bhopal,Standard,2025-10-06,2025-10-10,2025-10-09,3.0,Delivered,0
SHIP1060686,ORD1067635,Hyderabad,Warangal,Standard,2024-11-27,2024-12-01,2024-12-02,5.0,Delivered then Returned,1
SHIP1060687,ORD1067637,Mumbai,Mumbai,Standard,2025-04-08,2025-04-12,2025-04-13,5.0,Delivered,1
SHIP1060688,ORD1067638,Mumbai,Pune,Standard,2025-09-09,2025-09-13,2025-09-14,5.0,Delivered,1
SHIP1060689,ORD1067639,Ahmedabad,Ahmedabad,Next-Day,2025-08-18,2025-08-20,2025-08-24,6.0,Delivered,1
SHIP1060690,ORD1067640,Delhi-NCR (Gurugram),Faridabad,Standard,2023-06-26,2023-06-30,2023-06-30,4.0,Delivered,0
SHIP1060691,ORD1067641,Hyderabad,Vijayawada,Next-Day,2024-09-08,2024-09-10,2024-09-10,2.0,Delivered,0
SHIP1060692,ORD1067642,Kolkata,Kolkata,Next-Day,2024-10-20,2024-10-22,2024-10-22,2.0,Delivered,0
SHIP1060693,ORD1067643,Bengaluru,Bengaluru,Standard,2023-08-03,2023-08-07,2023-08-09,6.0,Delivered,1
SHIP1060694,ORD1067644,Ahmedabad,Surat,Express,2025-05-29,2025-05-31,2025-05-31,2.0,Delivered,0
SHIP1060695,ORD1067645,Hyderabad,Warangal,Standard,2025-11-18,2025-11-22,2025-11-23,5.0,Delivered,1
SHIP1060696,ORD1067646,Chennai,Coimbatore,Standard,2023-03-20,2023-03-24,2023-03-26,6.0,Delivered,1
SHIP1060697,ORD1067647,Kolkata,Howrah,Express,2025-03-09,2025-03-11,2025-03-12,3.0,Delivered,1
SHIP1060698,ORD1067648,Chennai,Kochi,Standard,2023-10-24,2023-10-28,2023-10-30,6.0,Delivered then Returned,1
SHIP1060699,ORD1067649,Chennai,Chennai,Standard,2025-10-02,2025-10-06,2025-10-06,4.0,Delivered,0
SHIP1060700,ORD1067650,Bengaluru,Mysuru,Express,2025-01-30,2025-02-01,2025-02-04,5.0,Delivered then Returned,1
SHIP1060701,ORD1067651,Delhi-NCR (Gurugram),Noida,Same-Day,2024-05-09,2024-05-09,2024-05-10,1.0,Delivered,1
SHIP1060702,ORD1067652,Hyderabad,Warangal,Standard,2025-11-18,2025-11-22,2025-11-24,6.0,Delivered,1
SHIP1060703,ORD1067653,Mumbai,Mumbai,Next-Day,2023-06-09,2023-06-11,2023-06-14,5.0,Delivered,1
SHIP1060704,ORD1067654,Mumbai,Pune,Next-Day,2023-07-28,2023-07-30,2023-07-29,1.0,Delivered,0
SHIP1060705,ORD1067655,Hyderabad,Vijayawada,Standard,2025-06-03,2025-06-07,2025-06-08,5.0,Delivered,1
SHIP1060706,ORD1067656,Delhi-NCR (Gurugram),New Delhi,Standard,2025-12-07,2025-12-11,2025-12-12,5.0,Delivered,1
SHIP1060707,ORD1067657,Delhi-NCR (Gurugram),Amritsar,Next-Day,2023-09-27,2023-09-29,2023-09-29,2.0,Delivered,0
SHIP1060708,ORD1067658,Ahmedabad,Surat,Standard,2025-10-29,2025-11-02,2025-11-04,6.0,Delivered,1
SHIP1060709,ORD1067659,Bengaluru,Mysuru,Standard,2025-05-27,2025-05-31,2025-06-02,6.0,Delivered,1
SHIP1060710,ORD1067660,Ahmedabad,Ahmedabad,Economy/Surface,2023-11-08,2023-11-16,2023-11-18,10.0,Delivered,1
SHIP1060711,ORD1067661,Mumbai,Mumbai,Standard,2023-08-30,2023-09-03,2023-09-04,5.0,Delivered,1
SHIP1060712,ORD1067663,Chennai,Chennai,Standard,2025-11-04,2025-11-08,2025-11-09,5.0,Delivered,1
SHIP1060713,ORD1067664,Bengaluru,Mysuru,Express,2024-11-04,2024-11-06,2024-11-05,1.0,Delivered,0
SHIP1060714,ORD1067666,Hyderabad,Visakhapatnam,Economy/Surface,2023-05-25,2023-06-02,2023-06-04,10.0,Delivered,1
SHIP1060715,ORD1067667,Bengaluru,Mysuru,Next-Day,2025-12-21,2025-12-23,2025-12-22,1.0,Delivered,0
SHIP1060716,ORD1067668,Ahmedabad,Surat,Express,2023-05-16,2023-05-18,2023-05-18,2.0,Delivered,0
SHIP1060717,ORD1067669,Ahmedabad,Jodhpur,Next-Day,2025-12-16,2025-12-18,2025-12-18,2.0,Delivered,0
SHIP1060718,ORD1067670,Mumbai,Pune,Standard,2023-05-15,2023-05-19,2023-05-21,6.0,Delivered,1
SHIP1060719,ORD1067671,Mumbai,Indore,Standard,2025-03-05,2025-03-09,2025-03-08,3.0,Delivered,0
SHIP1060720,ORD1067672,Ahmedabad,Surat,Next-Day,2025-09-01,2025-09-03,2025-09-05,4.0,Delivered,1
SHIP1060721,ORD1067673,Mumbai,Mumbai,Standard,2025-08-05,2025-08-09,2025-08-11,6.0,Delivered,1
SHIP1060722,ORD1067674,Ahmedabad,Vadodara,Same-Day,2025-10-09,2025-10-09,2025-10-10,1.0,Delivered,1
SHIP1060723,ORD1067675,Delhi-NCR (Gurugram),Noida,Standard,2023-06-03,2023-06-07,2023-06-07,4.0,Delivered,0
SHIP1060724,ORD1067676,Delhi-NCR (Gurugram),Faridabad,Standard,2024-05-02,2024-05-06,2024-05-07,5.0,Delivered,1
SHIP1060725,ORD1067677,Delhi-NCR (Gurugram),Lucknow,Standard,2025-12-07,2025-12-11,2025-12-13,6.0,Delivered,1
SHIP1060726,ORD1067678,Mumbai,Mumbai,Economy/Surface,2024-09-14,2024-09-22,2024-09-24,10.0,Delivered then Returned,1
SHIP1060727,ORD1067679,Delhi-NCR (Gurugram),Kanpur,Next-Day,2025-01-13,2025-01-15,2025-01-14,1.0,Delivered,0
SHIP1060728,ORD1067680,Ahmedabad,Vadodara,Express,2024-01-07,2024-01-09,2024-01-10,3.0,Delivered,1
SHIP1060729,ORD1067681,Ahmedabad,Vadodara,Standard,2025-01-26,2025-01-30,2025-01-29,3.0,Delivered,0
SHIP1060730,ORD1067682,Delhi-NCR (Gurugram),New Delhi,Standard,2025-11-21,2025-11-25,2025-11-25,4.0,Delivered,0
SHIP1060731,ORD1067683,Ahmedabad,Vadodara,Standard,2024-12-25,2024-12-29,2024-12-28,3.0,Delivered,0
SHIP1060732,ORD1067684,Ahmedabad,Surat,Express,2025-11-14,2025-11-16,2025-11-15,1.0,Delivered,0
SHIP1060733,ORD1067685,Mumbai,Mumbai,Same-Day,2025-05-12,2025-05-12,2025-05-12,0.0,Delivered,0
SHIP1060734,ORD1067686,Mumbai,Indore,Standard,2025-02-09,2025-02-13,2025-02-12,3.0,Delivered,0
SHIP1060735,ORD1067687,Chennai,Coimbatore,Economy/Surface,2025-10-24,2025-11-01,,,Cancelled in Transit,0
SHIP1060736,ORD1067688,Bengaluru,Bengaluru,Standard,2024-11-05,2024-11-09,2024-11-10,5.0,Delivered,1
SHIP1060737,ORD1067689,Ahmedabad,Vadodara,Express,2023-07-03,2023-07-05,2023-07-06,3.0,Delivered,1
SHIP1060738,ORD1067690,Delhi-NCR (Gurugram),Kanpur,Express,2025-12-09,2025-12-11,2025-12-12,3.0,Delivered,1
SHIP1060739,ORD1067692,Delhi-NCR (Gurugram),Amritsar,Next-Day,2023-11-16,2023-11-18,2023-11-17,1.0,Delivered,0
SHIP1060740,ORD1067693,Bengaluru,Mysuru,Standard,2023-07-15,2023-07-19,2023-07-18,3.0,Delivered,0
SHIP1060741,ORD1067695,Bengaluru,Mysuru,Next-Day,2024-03-19,2024-03-21,2024-03-21,2.0,Delivered,0
SHIP1060742,ORD1067697,Ahmedabad,Vadodara,Express,2023-05-02,2023-05-04,2023-05-03,1.0,Delivered,0
SHIP1060743,ORD1067698,Delhi-NCR (Gurugram),Lucknow,Standard,2024-06-16,2024-06-20,2024-06-22,6.0,Delivered,1
SHIP1060744,ORD1067699,Hyderabad,Visakhapatnam,Economy/Surface,2025-01-04,2025-01-12,2025-01-09,5.0,Delivered,0
SHIP1060745,ORD1067700,Kolkata,Howrah,Standard,2024-05-26,2024-05-30,2024-05-30,4.0,Delivered,0
SHIP1060746,ORD1067701,Delhi-NCR (Gurugram),New Delhi,Economy/Surface,2024-01-16,2024-01-24,2024-01-25,9.0,Delivered,1
SHIP1060747,ORD1067702,Hyderabad,Hyderabad,Standard,2023-04-01,2023-04-05,2023-04-05,4.0,Delivered,0
SHIP1060748,ORD1067703,Chennai,Thiruvananthapuram,Express,2023-07-25,2023-07-27,2023-07-29,4.0,Delivered,1
SHIP1060749,ORD1067704,Mumbai,Bhopal,Next-Day,2025-06-26,2025-06-28,2025-06-27,1.0,Delivered,0
SHIP1060750,ORD1067705,Chennai,Coimbatore,Economy/Surface,2025-01-14,2025-01-22,2025-01-24,10.0,Delivered,1
SHIP1060751,ORD1067706,Mumbai,Indore,Standard,2025-07-21,2025-07-25,2025-07-24,3.0,Delivered,0
SHIP1060752,ORD1067707,Hyderabad,Vijayawada,Express,2023-05-23,2023-05-25,2023-05-25,2.0,Delivered,0
SHIP1060753,ORD1067708,Chennai,Coimbatore,Standard,2025-06-21,2025-06-25,2025-06-27,6.0,Delivered,1
SHIP1060754,ORD1067709,Mumbai,Bhopal,Next-Day,2023-12-25,2023-12-27,2023-12-26,1.0,Delivered,0
SHIP1060755,ORD1067710,Delhi-NCR (Gurugram),Lucknow,Express,2023-03-15,2023-03-17,2023-03-18,3.0,Delivered,1
SHIP1060756,ORD1067711,Chennai,Coimbatore,Express,2025-06-18,2025-06-20,2025-06-21,3.0,Delivered,1
SHIP1060757,ORD1067712,Hyderabad,Vijayawada,Economy/Surface,2024-01-03,2024-01-11,2024-01-09,6.0,Delivered,0
SHIP1060758,ORD1067713,Delhi-NCR (Gurugram),Kanpur,Standard,2025-03-05,2025-03-09,2025-03-12,7.0,Delivered then Returned,1
SHIP1060759,ORD1067714,Mumbai,Pune,Standard,2024-07-16,2024-07-20,2024-07-19,3.0,Delivered,0
SHIP1060760,ORD1067715,Ahmedabad,Jaipur,Standard,2025-10-26,2025-10-30,2025-10-29,3.0,Delivered,0
SHIP1060761,ORD1067716,Ahmedabad,Vadodara,Express,2023-04-11,2023-04-13,2023-04-12,1.0,Delivered,0
SHIP1060762,ORD1067717,Delhi-NCR (Gurugram),Ludhiana,Standard,2025-09-08,2025-09-12,2025-09-14,6.0,Delivered,1
SHIP1060763,ORD1067718,Delhi-NCR (Gurugram),Faridabad,Express,2023-05-19,2023-05-21,2023-05-21,2.0,Delivered,0
SHIP1060764,ORD1067719,Delhi-NCR (Gurugram),Lucknow,Next-Day,2023-11-22,2023-11-24,,,Cancelled in Transit,0
SHIP1060765,ORD1067720,Delhi-NCR (Gurugram),Noida,Standard,2025-05-13,2025-05-17,2025-05-18,5.0,Delivered,1
SHIP1060766,ORD1067721,Delhi-NCR (Gurugram),Lucknow,Economy/Surface,2025-09-25,2025-10-03,2025-10-03,8.0,Delivered,0
SHIP1060767,ORD1067722,Bengaluru,Mysuru,Standard,2025-06-07,2025-06-11,2025-06-11,4.0,Delivered,0
SHIP1060768,ORD1067724,Delhi-NCR (Gurugram),Lucknow,Standard,2025-12-11,2025-12-15,2025-12-15,4.0,Delivered,0
SHIP1060769,ORD1067725,Delhi-NCR (Gurugram),Gurugram,Standard,2023-11-11,2023-11-15,2023-11-15,4.0,Delivered,0
SHIP1060770,ORD1067726,Delhi-NCR (Gurugram),Faridabad,Standard,2024-08-29,2024-09-02,2024-09-02,4.0,Delivered,0
SHIP1060771,ORD1067727,Kolkata,Kolkata,Next-Day,2025-08-26,2025-08-28,2025-08-28,2.0,Delivered,0
SHIP1060772,ORD1067728,Mumbai,Mumbai,Same-Day,2023-08-30,2023-08-30,2023-08-30,0.0,Delivered,0
SHIP1060773,ORD1067731,Delhi-NCR (Gurugram),Noida,Economy/Surface,2025-10-16,2025-10-24,2025-10-25,9.0,Delivered,1
SHIP1060774,ORD1067732,Ahmedabad,Surat,Next-Day,2025-11-06,2025-11-08,2025-11-08,2.0,Delivered,0
SHIP1060775,ORD1067733,Delhi-NCR (Gurugram),Ludhiana,Express,2025-10-04,2025-10-06,2025-10-05,1.0,Delivered then Returned,0
SHIP1060776,ORD1067734,Mumbai,Pune,Economy/Surface,2025-09-16,2025-09-24,2025-09-21,5.0,Delivered,0
SHIP1060777,ORD1067735,Mumbai,Nagpur,Express,2023-06-12,2023-06-14,2023-06-14,2.0,Delivered,0
SHIP1060778,ORD1067736,Kolkata,Kolkata,Standard,2023-04-17,2023-04-21,2023-04-23,6.0,Delivered,1
SHIP1060779,ORD1067737,Kolkata,Patna,Express,2023-03-06,2023-03-08,2023-03-09,3.0,Delivered,1
SHIP1060780,ORD1067738,Ahmedabad,Ahmedabad,Next-Day,2024-11-28,2024-11-30,2024-11-29,1.0,Delivered,0
SHIP1060781,ORD1067739,Bengaluru,Bengaluru,Standard,2025-11-05,2025-11-09,2025-11-09,4.0,Delivered,0
SHIP1060782,ORD1067740,Hyderabad,Hyderabad,Standard,2023-09-27,2023-10-01,2023-10-02,5.0,Delivered,1
SHIP1060783,ORD1067742,Hyderabad,Warangal,Express,2025-02-19,2025-02-21,2025-02-22,3.0,Delivered,1
SHIP1060784,ORD1067743,Mumbai,Indore,Economy/Surface,2024-07-07,2024-07-15,2024-07-15,8.0,Delivered,0
SHIP1060785,ORD1067744,Mumbai,Pune,Express,2023-05-08,2023-05-10,2023-05-12,4.0,Delivered,1
SHIP1060786,ORD1067745,Hyderabad,Hyderabad,Economy/Surface,2024-11-07,2024-11-15,2024-11-16,9.0,Delivered,1
SHIP1060787,ORD1067748,Chennai,Chennai,Express,2025-11-01,2025-11-03,2025-11-02,1.0,Delivered,0
SHIP1060788,ORD1067749,Ahmedabad,Vadodara,Standard,2025-11-15,2025-11-19,2025-11-18,3.0,Delivered,0
SHIP1060789,ORD1067750,Delhi-NCR (Gurugram),Faridabad,Standard,2023-08-22,2023-08-26,2023-08-28,6.0,Delivered,1
SHIP1060790,ORD1067751,Delhi-NCR (Gurugram),New Delhi,Express,2024-03-31,2024-04-02,2024-04-01,1.0,Delivered,0
SHIP1060791,ORD1067752,Delhi-NCR (Gurugram),Gurugram,Standard,2025-06-22,2025-06-26,2025-06-26,4.0,Delivered,0
SHIP1060792,ORD1067754,Chennai,Chennai,Standard,2024-04-21,2024-04-25,2024-04-25,4.0,Delivered,0
SHIP1060793,ORD1067755,Chennai,Chennai,Express,2025-09-21,2025-09-23,2025-09-22,1.0,Delivered,0
SHIP1060794,ORD1067756,Bengaluru,Mysuru,Standard,2024-09-04,2024-09-08,2024-09-14,10.0,Delivered,1
SHIP1060795,ORD1067757,Delhi-NCR (Gurugram),Noida,Standard,2024-02-12,2024-02-16,2024-02-21,9.0,Delivered,1
SHIP1060796,ORD1067758,Hyderabad,Visakhapatnam,Standard,2023-06-03,2023-06-07,2023-06-09,6.0,Delivered,1
SHIP1060797,ORD1067759,Delhi-NCR (Gurugram),Amritsar,Next-Day,2025-08-26,2025-08-28,2025-08-31,5.0,Delivered,1
SHIP1060798,ORD1067760,Hyderabad,Warangal,Express,2023-03-31,2023-04-02,2023-04-01,1.0,Delivered then Returned,0
SHIP1060799,ORD1067762,Mumbai,Mumbai,Standard,2025-12-25,2025-12-29,2025-12-28,3.0,Delivered,0
SHIP1060800,ORD1067763,Bengaluru,Mysuru,Next-Day,2024-03-21,2024-03-23,2024-03-22,1.0,Delivered,0
SHIP1060801,ORD1067764,Delhi-NCR (Gurugram),Noida,Next-Day,2025-06-30,2025-07-02,2025-07-06,6.0,Delivered,1
SHIP1060802,ORD1067765,Mumbai,Pune,Standard,2024-01-22,2024-01-26,2024-01-28,6.0,Delivered,1
SHIP1060803,ORD1067766,Mumbai,Bhopal,Standard,2023-12-11,2023-12-15,2023-12-15,4.0,Delivered,0
SHIP1060804,ORD1067767,Mumbai,Mumbai,Express,2025-11-09,2025-11-11,2025-11-12,3.0,Delivered,1
SHIP1060805,ORD1067768,Chennai,Kochi,Express,2025-06-13,2025-06-15,2025-06-15,2.0,Delivered,0
SHIP1060806,ORD1067769,Delhi-NCR (Gurugram),New Delhi,Express,2023-05-01,2023-05-03,2023-05-04,3.0,Delivered,1
SHIP1060807,ORD1067771,Delhi-NCR (Gurugram),Noida,Economy/Surface,2023-12-06,2023-12-14,2023-12-15,9.0,Delivered,1
SHIP1060808,ORD1067772,Ahmedabad,Surat,Express,2025-12-03,2025-12-05,2025-12-05,2.0,Delivered,0
SHIP1060809,ORD1067773,Ahmedabad,Surat,Express,2024-11-22,2024-11-24,2024-11-25,3.0,Delivered,1
SHIP1060810,ORD1067776,Chennai,Chennai,Express,2024-10-27,2024-10-29,2024-10-29,2.0,Delivered,0
SHIP1060811,ORD1067777,Mumbai,Nagpur,Standard,2024-12-18,2024-12-22,2024-12-21,3.0,Delivered,0
SHIP1060812,ORD1067778,Mumbai,Mumbai,Express,2023-11-26,2023-11-28,2023-11-28,2.0,Delivered,0
SHIP1060813,ORD1067779,Hyderabad,Hyderabad,Standard,2024-05-17,2024-05-21,2024-05-22,5.0,Delivered,1
SHIP1060814,ORD1067780,Ahmedabad,Vadodara,Next-Day,2024-12-21,2024-12-23,2024-12-22,1.0,Delivered,0
SHIP1060815,ORD1067782,Hyderabad,Visakhapatnam,Standard,2024-08-19,2024-08-23,2024-08-24,5.0,Delivered,1
SHIP1060816,ORD1067783,Ahmedabad,Surat,Standard,2025-12-22,2025-12-26,2025-12-27,5.0,Delivered,1
SHIP1060817,ORD1067784,Mumbai,Mumbai,Standard,2025-12-26,2025-12-30,2025-12-31,6.0,Delivered,1
SHIP1060818,ORD1067786,Delhi-NCR (Gurugram),Lucknow,Standard,2024-08-26,2024-08-30,2024-08-29,3.0,Delivered,0
SHIP1060819,ORD1067787,Chennai,Kochi,Next-Day,2024-03-02,2024-03-04,2024-03-03,1.0,Delivered,0
SHIP1060820,ORD1067788,Ahmedabad,Surat,Standard,2023-09-28,2023-10-02,2023-10-03,5.0,Delivered,1
SHIP1060821,ORD1067789,Hyderabad,Hyderabad,Standard,2023-06-03,2023-06-07,2023-06-09,6.0,Delivered,1
SHIP1060822,ORD1067791,Delhi-NCR (Gurugram),Amritsar,Same-Day,2024-09-09,2024-09-09,2024-09-10,1.0,Delivered,1
SHIP1060823,ORD1067792,Chennai,Thiruvananthapuram,Next-Day,2025-03-23,2025-03-25,2025-03-25,2.0,Delivered,0
SHIP1060824,ORD1067793,Delhi-NCR (Gurugram),Amritsar,Economy/Surface,2024-05-08,2024-05-16,2024-05-17,9.0,Delivered,1
SHIP1060825,ORD1067794,Chennai,Thiruvananthapuram,Standard,2023-05-03,2023-05-07,2023-05-07,4.0,Delivered,0
SHIP1060826,ORD1067796,Kolkata,Kolkata,Next-Day,2024-11-10,2024-11-12,2024-11-11,1.0,Delivered,0
SHIP1060827,ORD1067797,Chennai,Kochi,Standard,2024-10-12,2024-10-16,2024-10-16,4.0,Delivered,0
SHIP1060828,ORD1067799,Ahmedabad,Jodhpur,Standard,2025-10-27,2025-10-31,2025-10-30,3.0,Delivered,0
SHIP1060829,ORD1067800,Chennai,Kochi,Express,2023-07-26,2023-07-28,2023-07-27,1.0,Delivered,0
SHIP1060830,ORD1067802,Delhi-NCR (Gurugram),New Delhi,Standard,2023-05-22,2023-05-26,2023-05-27,5.0,Delivered,1
SHIP1060831,ORD1067803,Kolkata,Patna,Express,2023-11-13,2023-11-15,2023-11-15,2.0,Delivered,0
SHIP1060832,ORD1067804,Chennai,Kochi,Standard,2025-03-20,2025-03-24,2025-03-26,6.0,Delivered,1
SHIP1060833,ORD1067805,Mumbai,Mumbai,Economy/Surface,2025-03-18,2025-03-26,2025-03-25,7.0,Delivered,0
SHIP1060834,ORD1067806,Delhi-NCR (Gurugram),Ludhiana,Economy/Surface,2025-12-29,2025-12-31,,,Cancelled in Transit,0
SHIP1060835,ORD1067807,Chennai,Chennai,Next-Day,2024-05-10,2024-05-12,2024-05-11,1.0,Delivered,0
SHIP1060836,ORD1067808,Delhi-NCR (Gurugram),Faridabad,Standard,2025-11-11,2025-11-15,2025-11-17,6.0,Delivered then Returned,1
SHIP1060837,ORD1067809,Ahmedabad,Surat,Economy/Surface,2024-04-01,2024-04-09,2024-04-06,5.0,Delivered,0
SHIP1060838,ORD1067810,Delhi-NCR (Gurugram),Ludhiana,Standard,2025-10-01,2025-10-05,2025-10-06,5.0,Delivered,1
SHIP1060839,ORD1067811,Mumbai,Nagpur,Standard,2023-11-13,2023-11-17,2023-11-20,7.0,Delivered,1
SHIP1060840,ORD1067812,Chennai,Thiruvananthapuram,Same-Day,2025-11-08,2025-11-08,2025-11-09,1.0,Delivered,1
SHIP1060841,ORD1067813,Ahmedabad,Ahmedabad,Next-Day,2025-12-25,2025-12-27,2025-12-26,1.0,Delivered then Returned,0
SHIP1060842,ORD1067814,Mumbai,Bhopal,Standard,2023-08-16,2023-08-20,2023-08-22,6.0,Delivered,1
SHIP1060843,ORD1067815,Mumbai,Indore,Standard,2025-11-21,2025-11-25,2025-11-26,5.0,Delivered,1
SHIP1060844,ORD1067816,Ahmedabad,Ahmedabad,Economy/Surface,2024-03-15,2024-03-23,2024-03-23,8.0,Delivered,0
SHIP1060845,ORD1067817,Delhi-NCR (Gurugram),Faridabad,Standard,2025-07-21,2025-07-25,2025-07-27,6.0,Delivered,1
SHIP1060846,ORD1067818,Chennai,Chennai,Standard,2024-04-02,2024-04-06,2024-04-07,5.0,Delivered,1
SHIP1060847,ORD1067820,Delhi-NCR (Gurugram),Ludhiana,Standard,2025-01-15,2025-01-19,2025-01-21,6.0,Delivered,1
SHIP1060848,ORD1067821,Hyderabad,Warangal,Standard,2024-02-03,2024-02-07,2024-02-07,4.0,Delivered,0
SHIP1060849,ORD1067822,Hyderabad,Visakhapatnam,Express,2025-12-06,2025-12-08,2025-12-07,1.0,Delivered,0
SHIP1060850,ORD1067824,Ahmedabad,Vadodara,Express,2023-07-13,2023-07-15,2023-07-14,1.0,Delivered,0
SHIP1060851,ORD1067825,Hyderabad,Hyderabad,Economy/Surface,2024-06-22,2024-06-30,2024-06-27,5.0,Delivered,0
SHIP1060852,ORD1067826,Bengaluru,Mysuru,Economy/Surface,2025-10-10,2025-10-18,2025-10-19,9.0,Delivered,1
SHIP1060853,ORD1067827,Mumbai,Indore,Express,2023-03-16,2023-03-18,2023-03-19,3.0,Delivered,1
SHIP1060854,ORD1067828,Bengaluru,Bengaluru,Standard,2025-12-31,2025-12-31,2025-12-31,6.0,Delivered,0
SHIP1060855,ORD1067829,Ahmedabad,Jaipur,Express,2024-03-21,2024-03-23,2024-03-24,3.0,Delivered,1
SHIP1060856,ORD1067830,Mumbai,Pune,Standard,2024-11-30,2024-12-04,2024-12-06,6.0,Delivered,1
SHIP1060857,ORD1067831,Hyderabad,Warangal,Standard,2024-03-22,2024-03-26,2024-03-30,8.0,Delivered,1
SHIP1060858,ORD1067832,Chennai,Thiruvananthapuram,Economy/Surface,2025-01-28,2025-02-05,2025-02-04,7.0,Delivered,0
SHIP1060859,ORD1067833,Chennai,Thiruvananthapuram,Standard,2025-12-08,2025-12-12,2025-12-14,6.0,Delivered,1
SHIP1060860,ORD1067834,Kolkata,Kolkata,Same-Day,2024-10-25,2024-10-25,2024-10-25,0.0,Delivered,0
SHIP1060861,ORD1067835,Ahmedabad,Vadodara,Next-Day,2025-11-24,2025-11-26,2025-11-26,2.0,Delivered,0
SHIP1060862,ORD1067836,Hyderabad,Vijayawada,Standard,2025-06-01,2025-06-05,2025-06-06,5.0,Delivered,1
SHIP1060863,ORD1067837,Hyderabad,Vijayawada,Standard,2025-09-30,2025-10-04,2025-10-05,5.0,Delivered,1
SHIP1060864,ORD1067839,Delhi-NCR (Gurugram),Kanpur,Standard,2025-09-04,2025-09-08,2025-09-09,5.0,Delivered,1
SHIP1060865,ORD1067840,Delhi-NCR (Gurugram),Kanpur,Economy/Surface,2023-04-28,2023-05-06,2023-05-08,10.0,Delivered,1
